Index	p_value	Fold_Change	type	-Log10P	Log2FC
P00158	0.399509893	1.968160848	Insignificant	0.398472462	0.97684813
P00186	0.169195739	1.185416476	Insignificant	0.771610578	0.245394015
P00329	0.778392137	1.069681734	Insignificant	0.10880156	0.097181611
P00375	0.827133986	1.018982668	Insignificant	0.082424134	0.027129512
P00397	0.277303073	1.895583043	Insignificant	0.557045318	0.922641661
P00405	0.134006568	1.183538196	Insignificant	0.872873914	0.243106267
P00493	0.058058628	0.831820686	Insignificant	1.236133231	-0.265655533
P00687	0.469150094	0.603845987	Insignificant	0.328688192	-0.727747463
P00688	0.592317205	0.261247195	Insignificant	0.227445653	-1.936512549
P00920	0.604212144	1.236249252	Insignificant	0.21881055	0.305969648
P01027	0.260725789	0.635522419	Insignificant	0.58381601	-0.653985075
P01029	0.054188885	0.665572773	Insignificant	1.266089785	-0.587331676
P01592	0.820233018	1.366554711	Insignificant	0.086062752	0.45054322
P01630	0.401112868	13.60169716	Insignificant	0.396733405	3.765714771
P01631	0.847943961	0.798519719	Insignificant	0.071632849	-0.324600061
P01633	0.109815291	2.839288309	Insignificant	0.959337183	1.505529352
P01635	0.618861799	0.488938858	Insignificant	0.208406324	-1.032274028
P01636	0.670425823	0.512468329	Insignificant	0.173649266	-0.964465247
P01638	0.619450508	1.379740558	Insignificant	0.207993386	0.464397012
P01639	0.960527807	1.091531936	Insignificant	0.017490058	0.126354342
P01642	0.166536544	0.506346175	Insignificant	0.778490452	-0.981804043
P01644;P01645	0.438209261	0.805932763	Insignificant	0.358318449	-0.311268611
P01654;P01655	0.753815273	1.005245017	Insignificant	0.122735067	0.007547185
P01665;P01666	0.836048676	1.0712336	Insignificant	0.077768437	0.099273118
P01670;P01671;P01672	0.583902181	0.274498109	Insignificant	0.233659902	-1.865131884
P01680	0.80377398	2.27024106	Insignificant	0.094866057	1.182845495
P01753;P01754;P06328	0.941146377	0.872556281	Insignificant	0.026342825	-0.196679904
P01786	0.548053618	0.385066954	Insignificant	0.261176951	-1.376818777
P01796;P01797;P01799;P01801	0.932694081	1.048785191	Insignificant	0.030260779	0.068719219
P01806;P01807;P01808;P01810;P01812	0.41652621	0.322524863	Insignificant	0.380357665	-1.632517714
P01831	0.539127123	0.056626725	Insignificant	0.268308819	-4.142373086
P01837	0.887270812	0.844750332	Insignificant	0.051943805	-0.243403083
P01843	0.211984079	0.661718501	Insignificant	0.673696756	-0.595710478
P01844	0.631159424	0.235381502	Insignificant	0.199860929	-2.086927146
P01864	0.873686557	0.929007935	Insignificant	0.058644346	-0.106237175
P01867	0.925572115	0.909422576	Insignificant	0.033589738	-0.136977277
P01868;P01869	0.322489679	0.441757987	Insignificant	0.49148418	-1.178671877
P01872	0.432973179	0.755166892	Insignificant	0.363539005	-0.405132579
P01878	0.779832148	0.85607803	Insignificant	0.107998865	-0.224185793
P01887	0.836048676	0.918587478	Insignificant	0.077768437	-0.122510978
P01898	0.800653702	0.985524493	Insignificant	0.096555284	-0.021036368
P01899	0.302203686	0.667918035	Insignificant	0.519700242	-0.582257025
P01901	0.426874764	0.655174128	Insignificant	0.369699519	-0.610049707
P01942	0.51337403	1.342217508	Insignificant	0.289566104	0.424618481
P02088	0.637523334	1.314173688	Insignificant	0.195503915	0.394155962
P02104	0.626630118	0.934560339	Insignificant	0.202988735	-0.097640281
P02301;P68433;P84228;P84244	0.641997184	0.741115934	Insignificant	0.192466877	-0.432228851
P02463	0.847943961	0.950124603	Insignificant	0.071632849	-0.073811368
P02468	0.539965718	0.702477547	Insignificant	0.267633812	-0.509475981
P02535	0.722704854	1.3979944	Insignificant	0.141039028	0.483358581
P03888	0.205900581	1.255558046	Insignificant	0.686342428	0.328328727
P03911	0.419248055	1.143269389	Insignificant	0.377528943	0.193165387
P03921	0.536922034	1.502744647	Insignificant	0.270088774	0.587599881
P03930	0.420012589	0.864702107	Insignificant	0.376737692	-0.209724891
P03953	0.654710689	1.423391528	Insignificant	0.183950568	0.509332554
P03958	0.892252068	0.881828058	Insignificant	0.049512437	-0.181430714
P03976	0.656915368	0.193309288	Insignificant	0.182490578	-2.371017137
P03987	0.360812827	0.492707547	Insignificant	0.442718031	-1.021196523
P04104	0.513023004	0.990982344	Insignificant	0.28986316	-0.013068741
P04117	0.41560287	1.124897429	Insignificant	0.381321462	0.169793459
P04186	0.251321977	0.658964789	Insignificant	0.599769532	-0.601726716
P04231;P18468;P20040	0.292471192	0.550860646	Insignificant	0.533916905	-0.860240695
P04247	0.84700732	0.90565757	Insignificant	0.072112836	-0.142962426
P04441	0.176956602	0.379100609	Insignificant	0.75213323	-1.399347319
P04443;P04444	0.542157054	1.682168505	Insignificant	0.265874887	0.750322229
P04627	0.29254232	0.66031295	Insignificant	0.533811299	-0.598778155
P04919	0.728807239	1.230717058	Insignificant	0.137387323	0.299499124
P04939	0.256562709	1.685168309	Insignificant	0.590806467	0.75289269
P04945	0.338781499	0.708071834	Insignificant	0.470080314	-0.498032365
P05063	0.002035296	1.136851752	Insignificant	2.691372398	0.185044136
P05064	0.23689238	0.547432224	Insignificant	0.625448908	-0.869247736
P05132	0.935232996	0.92009833	Insignificant	0.029080179	-0.120140047
P05201	0.107692465	1.034439798	Insignificant	0.967814684	0.048849686
P05202	0.797502426	1.030307669	Insignificant	0.098267987	0.043075218
P05213	0.255460831	0.831747257	Insignificant	0.592675679	-0.265782892
P05214	0.774945874	0.908361929	Insignificant	0.11072863	-0.138660854
P05555	0.501976278	0.183206032	Insignificant	0.299316806	-2.448461093
P05784	0.600062528	0.797907915	Insignificant	0.221803493	-0.325705837
P06151	0.066975921	0.942556472	Insignificant	1.174081306	-0.085349036
P06327	0.907975729	0.549085415	Insignificant	0.04192576	-0.864897505
P06330	0.546843268	0.659923695	Insignificant	0.26213713	-0.599628876
P06339	0.67818675	0.734318229	Insignificant	0.168650699	-0.44552268
P06683	0.318671419	1.184059535	Insignificant	0.496656886	0.243741622
P06684	0.420012589	0.797988689	Insignificant	0.376737692	-0.325559798
P06728	0.221907618	0.479335739	Insignificant	0.653827787	-1.060891583
P06745	0.177650418	0.997034853	Insignificant	0.750433766	-0.004284158
P06795	0.44775847	0.195240369	Insignificant	0.34895619	-2.356676715
P06797	0.29254232	0.707073188	Insignificant	0.533811299	-0.50006854
P06800	0.38058899	0.386105978	Insignificant	0.419543779	-1.372931203
P06801	0.419007597	1.246622879	Insignificant	0.377778102	0.318025096
P06802	0.60285358	0.927532085	Insignificant	0.219788155	-0.108530907
P06909	0.161733458	0.928150022	Insignificant	0.791200129	-0.10757008
P07091	0.585111098	0.126569388	Insignificant	0.232761664	-2.981999574
P07309	0.79114981	1.109390586	Insignificant	0.101741272	0.149767389
P07310	0.4023937	0.300246524	Insignificant	0.395348828	-1.735780552
P07356	0.496057245	0.383265838	Insignificant	0.304468203	-1.383582684
P07361	0.449327129	0.820247407	Insignificant	0.34743736	-0.285868967
P07724	0.820262706	0.931422056	Insignificant	0.086047034	-0.102493049
P07742	0.401663707	0.484689094	Insignificant	0.396137407	-1.044868475
P07758	0.770140883	1.101806584	Insignificant	0.113429821	0.13987099
P07759	0.792617866	0.977320578	Insignificant	0.100936143	-0.033096226
P07901	0.110835784	0.822739276	Insignificant	0.955320002	-0.281492778
P08003	0.001070804	0.79077969	Down	2.970289988	-0.338652276
P08030	0.497725052	0.699254926	Insignificant	0.3030105	-0.516109583
P08032	0.826918531	1.147709017	Insignificant	0.082537276	0.198756916
P08071	0.482194571	0.251352039	Insignificant	0.316777684	-1.992218704
P08101	0.457808832	0.621211225	Insignificant	0.339315834	-0.686844195
P08103	0.26076684	0.182943527	Insignificant	0.583747636	-2.450529727
P08113	0.004120429	0.776650613	Down	2.38505757	-0.364662366
P08122	0.994876813	0.960417725	Insignificant	0.002230691	-0.058266065
P08207	0.526964208	0.418983282	Insignificant	0.278218882	-1.255035416
P08226	0.030754429	1.036017233	Insignificant	1.512092334	0.051048001
P08228	0.997500621	1.010144049	Insignificant	0.001086825	0.014561039
P08249	0.004440572	0.987934647	Insignificant	2.352561109	-0.017512486
P08556	0.724915099	1.195108204	Insignificant	0.139712854	0.257141244
P08607	0.517364762	0.616983728	Insignificant	0.286203154	-0.696695654
P08752	0.412527172	0.714134823	Insignificant	0.384547441	-0.485731626
P08775	0.499245982	1.078587206	Insignificant	0.301685422	0.109142827
P08905	0.444019313	0.182340881	Insignificant	0.35259814	-2.455290042
P09055	0.418601236	0.848802567	Insignificant	0.378199494	-0.236499076
P09103	0.014179809	0.722613964	Down	1.848329634	-0.46870296
P09242	0.610257566	0.429158013	Insignificant	0.214486827	-1.220419158
P09405	0.168264375	0.675997978	Insignificant	0.774007823	-0.564909163
P09411	0.672000006	0.987033033	Insignificant	0.172630723	-0.018829727
P09528	0.633709918	0.802588364	Insignificant	0.198109496	-0.317267854
P09581	0.376235579	0.806926232	Insignificant	0.424540138	-0.309491304
P09671	0.169430714	1.215406376	Insignificant	0.77100786	0.281438766
P09803	0.464638729	0.551670486	Insignificant	0.332884594	-0.858121295
P09813	0.26076684	2.128924018	Insignificant	0.583747636	1.09012446
P09925	0.997342102	1.004090222	Insignificant	0.001155847	0.005888908
P0C0S6;Q3THW5	0.205900581	0.422152704	Insignificant	0.686342428	-1.244163139
P0CG49;P0CG50;P62983;P62984	0.40892837	0.953389933	Insignificant	0.388352759	-0.068861703
P0DJF2	0.742485825	1.693097994	Insignificant	0.129311833	0.759665477
P0DN34	0.385981466	1.412712462	Insignificant	0.413433548	0.498467855
P0DN89	0.846279632	0.717831745	Insignificant	0.072486111	-0.478282369
P0DOV1	0.24127389	0.301717326	Insignificant	0.617489674	-1.72873055
P0DOV2	0.262827383	0.459057345	Insignificant	0.580329389	-1.123253709
P0DP26;P0DP27;P0DP28	0.261085717	0.815076013	Insignificant	0.583216887	-0.294993486
P10107	0.558203648	0.285543716	Insignificant	0.253207329	-1.808216462
P10126	0.324069834	1.226460128	Insignificant	0.489361393	0.294500333
P10493	0.61008829	0.725292951	Insignificant	0.214607311	-0.463364267
P10518	0.422855693	1.173516222	Insignificant	0.373807818	0.230837785
P10605	0.18396465	0.591538791	Insignificant	0.735265622	-0.757455317
P10630	0.537242733	1.353195213	Insignificant	0.26982945	0.436369979
P10639	0.517364762	0.874941253	Insignificant	0.286203154	-0.192741943
P10648	0.333063231	0.55719811	Insignificant	0.477473309	-0.84373773
P10649	0.236985348	0.907712799	Insignificant	0.625278504	-0.139692195
P10711	0.37067038	0.713616187	Insignificant	0.431012117	-0.486779756
P10810	0.809991939	0.696390548	Insignificant	0.091519303	-0.522031474
P10833	0.600777696	1.052415425	Insignificant	0.221286199	0.073704299
P10852	0.183234107	0.617987926	Insignificant	0.736993684	-0.694349443
P10853;P10854;Q64475;Q64478;Q64525;Q6ZWY9;Q8CGP1;Q8CGP2	0.498179111	0.723125176	Insignificant	0.302614487	-0.46768269
P10922	0.843027705	1.128158389	Insignificant	0.074158153	0.17396963
P11031	0.255460831	0.602793263	Insignificant	0.592675679	-0.730264802
P11087	0.770837212	0.962950933	Insignificant	0.113037328	-0.054465808
P11103	0.639191883	0.91017161	Insignificant	0.194368749	-0.135789508
P11247	0.562073619	0.12135983	Insignificant	0.250206798	-3.042637126
P11276	0.431390763	0.653721628	Insignificant	0.365129158	-0.613251666
P11352	0.479581119	1.10603832	Insignificant	0.319137923	0.14540137
P11404	0.666767878	0.392908835	Insignificant	0.176025331	-1.347733487
P11438	0.185125168	0.695437531	Insignificant	0.732534534	-0.524007167
P11499	0.09932668	0.86275959	Insignificant	1.00293408	-0.212969489
P11531	0.923264762	0.9169863	Insignificant	0.03467374	-0.125027916
P11588	0.863823639	0.503123524	Insignificant	0.063574915	-0.991015449
P11589	0.278407386	1.432630266	Insignificant	0.555319247	0.518666327
P11609	0.716002821	0.987999465	Insignificant	0.145085267	-0.017417835
P11672	0.435533428	0.175218312	Insignificant	0.360978507	-2.512774537
P11679	0.760867841	0.873333648	Insignificant	0.118690771	-0.195395169
P11688	0.806459772	1.011044943	Insignificant	0.093417291	0.01584713
P11714	0.659874838	1.135957865	Insignificant	0.180538431	0.183909324
P11725	0.00979594	1.253961295	Up	2.008953882	0.326492819
P11835	0.373321339	0.304988775	Insignificant	0.427917185	-1.713171947
P11859	0.816515362	0.882488231	Insignificant	0.08803564	-0.180351057
P11862	0.522016544	0.505323431	Insignificant	0.282315733	-0.984721017
P11881	0.782072495	1.184377607	Insignificant	0.106752988	0.244129119
P11928	0.43126087	0.814557274	Insignificant	0.365259945	-0.295911953
P11930	0.278689532	0.752694468	Insignificant	0.554879343	-0.409863726
P11983	0.874448303	0.965686373	Insignificant	0.058265861	-0.050373375
P12246	0.616780017	0.538906934	Insignificant	0.209869705	-0.891891944
P12265	0.045357132	0.914681204	Insignificant	1.343354413	-0.128659089
P12367	0.813603394	0.980057515	Insignificant	0.089587248	-0.029061678
P12382	0.167679006	0.676208821	Insignificant	0.77552131	-0.56445926
P12710	0.561328785	1.124455043	Insignificant	0.250782686	0.169225981
P12787	0.231480785	1.063114006	Insignificant	0.635485054	0.088296317
P12791	0.540726489	0.974275635	Insignificant	0.267022355	-0.037598108
P12815	0.102003082	0.728675157	Insignificant	0.991386706	-0.456652291
P12970	0.457808832	1.143038978	Insignificant	0.339315834	0.192874601
P13020	0.653608963	0.683535048	Insignificant	0.184682001	-0.548912782
P13405	0.832331755	0.827074209	Insignificant	0.079703536	-0.273911314
P13439	0.923774898	0.98628102	Insignificant	0.034433843	-0.019929324
P13504	0.480811159	0.576331505	Insignificant	0.318025462	-0.795029209
P13516	0.507149379	0.919791595	Insignificant	0.294864102	-0.12062108
P13597	0.263311515	0.820948081	Insignificant	0.579530148	-0.28463711
P13634	0.775859816	0.917296694	Insignificant	0.110216741	-0.124539654
P13707	0.210145917	1.0225801	Insignificant	0.677479044	0.032213856
P13864	0.216460214	0.286810815	Insignificant	0.664621916	-1.801828668
P14069	0.635408466	0.228152319	Insignificant	0.196947003	-2.13193078
P14094	0.380726061	1.078876165	Insignificant	0.419387395	0.10952928
P14115	0.318786797	0.924707621	Insignificant	0.496499674	-0.112930816
P14131	0.399509893	0.871629527	Insignificant	0.398472462	-0.198213025
P14148	0.373106017	1.013054546	Insignificant	0.428167747	0.018711855
P14152	0.163178905	0.999246432	Insignificant	0.787335987	-0.001087579
P14206	0.786513234	0.944227167	Insignificant	0.104293965	-0.082794102
P14211	0.091904514	0.884278732	Insignificant	1.036663156	-0.177426904
P14246	0.372059475	1.311912811	Insignificant	0.429387631	0.391671842
P14429	0.621913312	0.907576639	Insignificant	0.206270147	-0.13990862
P14434;P14438	0.465076205	0.143024816	Insignificant	0.33247588	-2.805662603
P14483	0.445823942	0.243918366	Insignificant	0.350836612	-2.035529703
P14576	0.028196561	0.853731344	Insignificant	1.549803861	-0.228145947
P14602	0.073402215	0.521948945	Insignificant	1.134290836	-0.938019399
P14685	0.479072207	0.930947963	Insignificant	0.319599024	-0.103227567
P14733	0.546810901	0.722371053	Insignificant	0.262162836	-0.469188012
P14824	0.954932487	0.960701834	Insignificant	0.020027332	-0.057839353
P14847	0.278407386	0.549840483	Insignificant	0.555319247	-0.862914962
P14869	0.522242093	1.1262299	Insignificant	0.282128127	0.171501358
P14901	0.494424497	0.523202686	Insignificant	0.305900019	-0.934558149
P15105	0.38156081	1.528632232	Insignificant	0.418436238	0.612241356
P15116	0.501976278	1.091375399	Insignificant	0.299316806	0.126147429
P15208	0.615444056	0.907687917	Insignificant	0.210811419	-0.139731742
P15327	0.807827604	0.849691602	Insignificant	0.092681311	-0.23498879
P15379	0.58918776	0.666844439	Insignificant	0.229746284	-0.584577845
P15508	0.874448303	1.112172193	Insignificant	0.058265861	0.153380172
P15532	0.992263165	0.989381801	Insignificant	0.00337313	-0.015400733
P15535	0.229878132	0.849937638	Insignificant	0.63850234	-0.234571104
P15626	0.639463876	0.895984233	Insignificant	0.194183984	-0.158454749
P15864	0.357560887	0.478760047	Insignificant	0.446649994	-1.06262533
P16015	0.650922685	1.305381106	Insignificant	0.186470593	0.384471063
P16045	0.315034408	0.777788295	Insignificant	0.50164201	-0.362550572
P16056	0.472463344	1.662337823	Insignificant	0.325631881	0.733213598
P16110	0.511338474	0.147802129	Insignificant	0.291291529	-2.758261046
P16125	0.607690026	0.925270039	Insignificant	0.216317892	-0.112053619
P16254	0.543399269	0.948435699	Insignificant	0.26488095	-0.076378128
P16294	0.783896708	1.231283654	Insignificant	0.105741159	0.300163158
P16301	0.642631345	1.00295047	Insignificant	0.192038095	0.004250362
P16330	0.94005697	0.925571139	Insignificant	0.026845826	-0.111584215
P16331	0.101376813	1.11904969	Insignificant	0.994061365	0.162274098
P16332	0.005091832	1.163088498	Insignificant	2.293125901	0.217960874
P16406	0.175809552	1.338693363	Insignificant	0.754957534	0.420825539
P16460	0.014984449	0.953949185	Insignificant	1.824359236	-0.068015677
P16546	0.473454733	0.860313964	Insignificant	0.324721538	-0.21706484
P16675	0.216181179	0.834129832	Insignificant	0.665182119	-0.261656139
P16858	0.918912811	1.024292649	Insignificant	0.036725694	0.034627964
P17047	0.925642793	1.016860456	Insignificant	0.033556576	0.024121711
P17095	0.626630118	0	Insignificant	0.202988735	#NAME?
P17156	0.510012852	1.015877606	Insignificant	0.29241888	0.022726595
P17182	0.990025197	0.992407007	Insignificant	0.004353752	-0.010996173
P17225	0.8412845	0.984228265	Insignificant	0.075057113	-0.022935146
