Index	p_value	Fold_Change	type	-Log10P	Log2FC	
Q9CRA8	0.622520116	0.458216944	Insignificant	0.205846611	-1.125897286	
Q923D5	0.436352704	0.458663268	Insignificant	0.360162328	-1.124492721	
O35639	0.445693987	0.459680545	Insignificant	0.350963225	-1.121296486	
Q921I0	0.91599362	0.459729228	Insignificant	0.038107551	-1.121143705	
Q91WM3	0.516644056	0.4598323	Insignificant	0.286808563	-1.120820286	
Q9R1Q9	0.287100136	0.460957975	Insignificant	0.541966602	-1.117292866	
P81117	0.399535101	0.461002672	Insignificant	0.39844506	-1.117152981	
P20444	0.284905065	0.464182269	Insignificant	0.54529983	-1.107236679	
P51569	0.074426979	0.464561447	Insignificant	1.128269611	-1.106058661	
Q91WK0	0.341737428	0.465718311	Insignificant	0.466307454	-1.102470487	
Q8VDR9	0.334349306	0.465921509	Insignificant	0.475799574	-1.10184116	
Q9WV60	0.433462381	0.4667003	Insignificant	0.363048588	-1.0994317	
Q5SS80	0.46968434	0.467461512	Insignificant	0.32819392	-1.097080508	
Q01514	0.624748627	0.467581782	Insignificant	0.20429469	-1.096709376	
Q8K2T8	0.478950996	0.468338164	Insignificant	0.319708919	-1.094377491	
Q8R3D1	0.658233778	0.468408699	Insignificant	0.181619835	-1.094160226	
Q9CYI4	0.444412431	0.47074828	Insignificant	0.352213802	-1.08697227	
Q8CI11	0.688890828	0.471042387	Insignificant	0.161849597	-1.086071207	
Q99PM3	0.682495873	0.471387438	Insignificant	0.16589997	-1.085014783	
Q6WVG3	0.299224781	0.471400573	Insignificant	0.524002442	-1.084974584	
Q9D9H8	0.421551725	0.471460998	Insignificant	0.375149129	-1.084789666	
Q6ZQK5	0.714844626	0.471528348	Insignificant	0.145788343	-1.084583586	
Q9DD06	0.76262781	0.472340337	Insignificant	0.117687362	-1.082101352	
D3YXF5	0.641492215	0.473225805	Insignificant	0.19280861	-1.079399348	
Q9Z2L6	0.595644042	0.473905722	Insignificant	0.225013198	-1.077328014	
A2AKG8	0.341737428	0.47643495	Insignificant	0.466307454	-1.069648846	
Q80XA6	0.855527174	0.477189063	Insignificant	0.067766192	-1.067367117	
Q62188	0.473740009	0.478766488	Insignificant	0.324459936	-1.062605921	
P46737	0.344963335	0.47951205	Insignificant	0.462227062	-1.060361024	
Q80X71	0.607958844	0.480065485	Insignificant	0.216125819	-1.05869688	
Q8VEE4	0.394945112	0.480149158	Insignificant	0.403463256	-1.058445448	
Q9CPT5	0.491762775	0.480308392	Insignificant	0.308244349	-1.05796708	
Q60973	0.330480216	0.48160011	Insignificant	0.480854534	-1.054092374	
P11835	0.46968434	0.482233617	Insignificant	0.32819392	-1.052195869	
P52293	0.108965376	0.482492237	Insignificant	0.962711478	-1.051422365	
Q8CHC4	0.491352238	0.483757389	Insignificant	0.308607061	-1.047644398	
Q9Z160	0.353366448	0.483822466	Insignificant	0.451774689	-1.047450333	
P26350	0.141839105	0.483910528	Insignificant	0.848204019	-1.047187767	
Q8BH57	0.45494975	0.484743714	Insignificant	0.342036569	-1.044705904	
Q06890	0.392873408	0.48505408	Insignificant	0.405747365	-1.043782489	
Q6PGB6	0.035509183	0.48760108	Down	1.449659315	-1.036226775	
Q5SYH2	0.62101055	0.48770721	Insignificant	0.206901022	-1.035912794	
Q80X19	0.417459277	0.489302283	Insignificant	0.379385884	-1.031202082	
Q9WUA3	0.484765108	0.489822584	Insignificant	0.314468647	-1.029668803	
Q8R409	0.473740009	0.490368905	Insignificant	0.324459936	-1.028060597	
O88697	0.555221897	0.491376986	Insignificant	0.255533414	-1.025097805	
Q6R5N8	0.700766449	0.492653422	Insignificant	0.154426699	-1.021355016	
Q60772	0.501536949	0.492670045	Insignificant	0.299697067	-1.021306337	
O09043	0.321996813	0.493111568	Insignificant	0.492148427	-1.020013998	
Q00612	0.566005062	0.494163792	Insignificant	0.247179685	-1.016938789	
Q9D6K8	0.302352596	0.494229792	Insignificant	0.519486299	-1.016746116	
P27870	0.549785958	0.494261525	Insignificant	0.259806356	-1.016653489	
Q64337	0.496707042	0.495734672	Insignificant	0.303899683	-1.012359931	
B9EJ80	0.549695037	0.496251335	Insignificant	0.259878184	-1.010857113	
Q9DBR7	0.128898483	0.496365983	Insignificant	0.889752195	-1.010523847	
O08528	0.244394102	0.496413233	Insignificant	0.61190928	-1.010386519	
Q8R0S2	0.499710184	0.496656994	Insignificant	0.3012818	-1.009678267	
Q91ZU6	0.664360108	0.496666124	Insignificant	0.177596453	-1.009651746	
Q80Y98	0.601936073	0.497923355	Insignificant	0.22044963	-1.006004409	
Q61387;Q99KD6	0.373668515	0.498411742	Insignificant	0.427513494	-1.004590038	
Q80U93	0.33224253	0.49878975	Insignificant	0.478544775	-1.003496276	
Q8VCW4	0.491352238	0.498921531	Insignificant	0.308607061	-1.003115165	
A4UUI3	0.405014985	0.499828111	Insignificant	0.392528909	-1.000496052	
A1L314	0.443582557	0.500139325	Insignificant	0.35302554	-0.999598048	
Q62393	0.087878532	0.501075615	Insignificant	1.056117207	-0.996899765	
Q9WVA4	0.293991243	0.501120231	Insignificant	0.531665605	-0.996771313	
Q9ES52	0.416855635	0.501285776	Insignificant	0.380014324	-0.996294795	
Q8R5F7	0.242247484	0.501396024	Insignificant	0.615740725	-0.995977539	
G3X9K3	0.14207649	0.501466038	Insignificant	0.847477779	-0.995776099	
Q7TPM9	0.566005062	0.501794746	Insignificant	0.247179685	-0.994830728	
Q8C0L8	0.51940369	0.501998869	Insignificant	0.28449497	-0.994243981	
Q8VIM9	0.405014985	0.502156346	Insignificant	0.392528909	-0.99379148	
Q6P5D8	0.858932526	0.502484883	Insignificant	0.066040951	-0.992847902	
Q923G2	0.444412431	0.50321492	Insignificant	0.352213802	-0.990753398	
Q8BWJ3	0.116763342	0.503221192	Insignificant	0.932693482	-0.990735415	
P08607	0.484453194	0.504197972	Insignificant	0.314748177	-0.987937779	
Q9BCZ4	0.856471223	0.504959703	Insignificant	0.067287224	-0.985759834	
P43275	0.504568784	0.505179403	Insignificant	0.297079621	-0.985132276	
P15864	0.363706882	0.505339073	Insignificant	0.439248481	-0.98467636	
Q8R332	0.534681367	0.50698335	Insignificant	0.271904951	-0.979989727	
Q8BH64	0.316285135	0.507312604	Insignificant	0.499921219	-0.97905309	
P19324	0.372682908	0.507454046	Insignificant	0.428660524	-0.978650913	
Q9D1F4	0.411081038	0.507556197	Insignificant	0.386072555	-0.978360526	
Q9QXL2	0.405014985	0.508369801	Insignificant	0.392528909	-0.976049762	
Q9CQW9	0.714487167	0.508880656	Insignificant	0.146005567	-0.974600743	
P56382	0.457137555	0.509599528	Insignificant	0.339953099	-0.972564153	
Q9D964	0.362947269	0.509710673	Insignificant	0.440156467	-0.972249532	
Q80VJ3	0.472842496	0.50983464	Insignificant	0.325283499	-0.971898695	
Q9CZX0	0.44954235	0.510722158	Insignificant	0.347229388	-0.969389441	
P54103	0.689052536	0.510961862	Insignificant	0.161747664	-0.968712483	
Q9CY62	0.347647096	0.511840287	Insignificant	0.458861394	-0.966234388	
Q99KS6	0.621677648	0.512516703	Insignificant	0.206434747	-0.964329071	
Q9R0P4	0.733190731	0.51279617	Insignificant	0.134783034	-0.963542608	
Q9CPR1	0.500688378	0.513814296	Insignificant	0.300432489	-0.960681064	
Q5SRX1	0.319416398	0.51472408	Insignificant	0.495642792	-0.958128818	
P55937	0.653496531	0.514885261	Insignificant	0.184756714	-0.957677124	
Q99MK8	0.557926512	0.515779695	Insignificant	0.253423001	-0.955173115	
Q9JHI7	0.584500943	0.516049275	Insignificant	0.233214784	-0.954419267	
Q62009	0.594120203	0.516334754	Insignificant	0.226125679	-0.953621388	
P21981	0.105175221	0.516638689	Insignificant	0.978086567	-0.95277241	
P56542	0.319416398	0.517112339	Insignificant	0.495642792	-0.951450364	
Q9ER41	0.417331799	0.517375382	Insignificant	0.379518523	-0.950716686	
Q9JKD3	0.904219765	0.517573431	Insignificant	0.043726004	-0.950164535	
Q9CQF4	0.294069902	0.517738919	Insignificant	0.531549424	-0.949703324	
Q4VBD2	0.582923358	0.518129153	Insignificant	0.234388542	-0.948616333	
Q9JI46	0.66163927	0.51823313	Insignificant	0.179378726	-0.948326846	
Q61646	0.143281953	0.51845236	Insignificant	0.843808507	-0.947716666	
P26041	0.444412431	0.518971845	Insignificant	0.352213802	-0.946271822	
Q3TPX4	0.56656623	0.51928282	Insignificant	0.246749315	-0.9454076	
Q3UMW7	0.456487263	0.519528302	Insignificant	0.340571336	-0.944725751	
P35821	0.305409143	0.520790152	Insignificant	0.515117966	-0.941225926	
Q9ERB0	0.612073331	0.521075314	Insignificant	0.213196543	-0.940436187	
Q05909	0.465042192	0.522116032	Insignificant	0.332507643	-0.937557637	
P63024;P63044	0.495577877	0.52277461	Insignificant	0.304888089	-0.935739021	
Q9Z1Q5	0.372682908	0.523564392	Insignificant	0.428660524	-0.933561112	
Q922F4	0.535611691	0.52411805	Insignificant	0.271149952	-0.932036301	
Q9JJA4	0.641492215	0.524984255	Insignificant	0.19280861	-0.929653939	
A6X935	0.395910203	0.525088064	Insignificant	0.402403305	-0.929368694	
Q6P9Q6	0.296475925	0.525567858	Insignificant	0.528010567	-0.928051047	
Q8R121	0.165534875	0.525620892	Insignificant	0.781110495	-0.927905476	
P13020	0.597186696	0.525820366	Insignificant	0.223889876	-0.927358074	
Q3TC33	0.822906851	0.525916701	Insignificant	0.084649322	-0.927093783	
Q8BWL5;Q91W59	0.72467754	0.526284629	Insignificant	0.139855199	-0.926084834	
Q9JME7	0.452873585	0.526748369	Insignificant	0.34402301	-0.924814152	
Q8R3C0	0.309680418	0.526779961	Insignificant	0.509086256	-0.924727628	
O35623	0.870176219	0.527253398	Insignificant	0.06039279	-0.923431607	
O08664;Q921K9;Q9CXE2	0.930663953	0.527312518	Insignificant	0.031207107	-0.923269848	
Q99J27	0.484765108	0.527531995	Insignificant	0.314468647	-0.922669499	
P25976	0.437743744	0.527624924	Insignificant	0.358780052	-0.922415379	
Q9WTK3	0.392873408	0.527985308	Insignificant	0.405747365	-0.921430309	
O35638	0.432055345	0.528142599	Insignificant	0.364460617	-0.921000583	
Q91XC8	0.525663731	0.528286544	Insignificant	0.279291987	-0.920607431	
Q9CZS1	0.501536949	0.531109731	Insignificant	0.299697067	-0.912918131	
Q921M7	0.472842496	0.5312854	Insignificant	0.325283499	-0.912441028	
P39654	0.704442087	0.531985096	Insignificant	0.152154705	-0.910542266	
Q91VU0	0.320462794	0.532611447	Insignificant	0.494222386	-0.90884466	
O54931	0.692330464	0.532901521	Insignificant	0.159686558	-0.908059145	
Q91WE2	0.915410805	0.532913238	Insignificant	0.038383966	-0.908027424	
Q9ERR7	0.285926903	0.534537272	Insignificant	0.54374498	-0.903637547	
Q7TSI3	0.46968434	0.53548822	Insignificant	0.32819392	-0.901073257	
Q9QZ85	0.620725329	0.536724956	Insignificant	0.207100532	-0.897745124	
Q8BTM8	0.486799279	0.53753939	Insignificant	0.312650074	-0.895557617	
Q9WVH9	0.643509209	0.537743213	Insignificant	0.191445234	-0.895010683	
Q9D8U2	0.303092284	0.538045866	Insignificant	0.518425119	-0.894198933	
Q6PGH2	0.792608211	0.53844342	Insignificant	0.100941433	-0.893133342	
P10852	0.168025325	0.539637625	Insignificant	0.774625256	-0.889937153	
Q8VED2	0.197661585	0.539791079	Insignificant	0.704077727	-0.889526962	
Q8VD66	0.142881326	0.539904863	Insignificant	0.845024528	-0.889222883	
P01843	0.170576778	0.540898995	Insignificant	0.768080094	-0.886568877	
Q71KU9	0.324147455	0.541039578	Insignificant	0.489257384	-0.886193962	
Q6PHU5	0.411081038	0.541111629	Insignificant	0.386072555	-0.886001848	
Q9QZN4	0.530108511	0.541442988	Insignificant	0.275635223	-0.885118661	
O89050	0.763928218	0.542128647	Insignificant	0.116947448	-0.883292852	
O70325	0.205433294	0.542270586	Insignificant	0.68732917	-0.882915178	
Q61739	0.86696381	0.543201982	Insignificant	0.061999031	-0.880439352	
P70336	0.256307348	0.543606814	Insignificant	0.591238942	-0.879364554	
P25799	0.633206224	0.544137164	Insignificant	0.198454825	-0.877957729	
Q8R1S4	0.75129345	0.54413995	Insignificant	0.124190397	-0.877950342	
O09106	0.321996813	0.544506564	Insignificant	0.492148427	-0.876978654	
Q6DIC0	0.472842496	0.54573244	Insignificant	0.325283499	-0.87373429	
Q9D1H9	0.765294964	0.545768404	Insignificant	0.116171145	-0.87363922	
Q62422	0.27055964	0.546018229	Insignificant	0.567736988	-0.872978978	
Q8BJM7	0.294519931	0.546098741	Insignificant	0.53088531	-0.872766265	
Q922K7	0.149513354	0.546940077	Insignificant	0.825320015	-0.870545314	
Q9QYS9	0.438000806	0.54696802	Insignificant	0.358525091	-0.870471612	
Q3V4B5	0.624748627	0.5478355	Insignificant	0.20429469	-0.868185338	
Q9CRT8	0.335933289	0.548030918	Insignificant	0.473746958	-0.867670807	
Q60710	0.284399698	0.548407716	Insignificant	0.546070869	-0.866679226	
P05064	0.263268237	0.548667955	Insignificant	0.579601535	-0.865994776	
P70288	0.569733047	0.548696298	Insignificant	0.244328588	-0.865920254	
Q8BTW3	0.49135256	0.54994507	Insignificant	0.308606777	-0.862640569	
Q8BMD8	0.617020125	0.550112149	Insignificant	0.209700671	-0.86220233	
Q9QYI3	0.476773618	0.552344819	Insignificant	0.321687784	-0.856358898	
Q8BJU0	0.29093461	0.552624664	Insignificant	0.536204612	-0.855628142	
Q8BS35	0.555739026	0.552841195	Insignificant	0.255129104	-0.855062974	
P22366	0.17868749	0.552875556	Insignificant	0.747905851	-0.854973307	
Q9CQW3	0.684076371	0.552876758	Insignificant	0.164895411	-0.854970171	
Q61183	0.605576825	0.552986394	Insignificant	0.217830753	-0.854684111	
Q99P31	0.557926512	0.55345038	Insignificant	0.253423001	-0.853474118	
Q8R3R8	0.689418215	0.553740771	Insignificant	0.161517247	-0.852717345	
Q9Z1G3	0.272778116	0.553908692	Insignificant	0.564190475	-0.852279916	
P49718	0.502956433	0.554877658	Insignificant	0.298469632	-0.849758381	
Q923B6	0.244972818	0.555012792	Insignificant	0.610882102	-0.84940707	
Q9JIK5	0.243138504	0.555344446	Insignificant	0.61414626	-0.848545232	
O35099	0.463523796	0.555943073	Insignificant	0.333927965	-0.846990933	
D3Z7P3	0.789066726	0.556194862	Insignificant	0.10288627	-0.846337676	
P16125	0.372682908	0.556223681	Insignificant	0.428660524	-0.846262928	
Q8VI63	0.531032168	0.556755128	Insignificant	0.27487917	-0.844885153	
P06797	0.126240604	0.556880545	Insignificant	0.898800936	-0.844560204	
P0DN89	0.719822297	0.556960933	Insignificant	0.142774705	-0.84435196	
P56960	0.618534962	0.557121407	Insignificant	0.208635748	-0.843936344	
Q7TMK6	0.517507645	0.557350745	Insignificant	0.28608323	-0.843342583	
Q8CFH6	0.654750841	0.557974043	Insignificant	0.183923935	-0.841730085	
P0DOV2	0.341737428	0.558060143	Insignificant	0.466307454	-0.841507484	
P14602	0.092946916	0.559466439	Insignificant	1.031765016	-0.837876504	
Q9DAU1	0.783560303	0.560014101	Insignificant	0.105927574	-0.83646494	
Q9D1G2	0.202189374	0.560677137	Insignificant	0.694241673	-0.834757855	
Q9DCD0	0.503034109	0.560940461	Insignificant	0.298402566	-0.834080447	
O35127	0.491352238	0.561764131	Insignificant	0.308607061	-0.831963583	
Q99KU6	0.305409143	0.562707239	Insignificant	0.515117966	-0.82954357	
Q8BJS4	0.614449087	0.562773104	Insignificant	0.211514097	-0.829374714	
Q99J45	0.512838181	0.563047679	Insignificant	0.290019649	-0.828671	
P18760	0.345715065	0.563378486	Insignificant	0.461281696	-0.827823623	
P26040	0.575691372	0.564469854	Insignificant	0.239810279	-0.825031561	
Q9D6V8	0.646721608	0.564572507	Insignificant	0.189282628	-0.82476922	
Q7TSS2;Q8K2Z8	0.487232419	0.565016375	Insignificant	0.312263822	-0.823635415	
P10648	0.305409143	0.565020609	Insignificant	0.515117966	-0.823624605	
Q8CEC0	0.726178973	0.565558453	Insignificant	0.138956331	-0.822251954	
P20852	0.503667858	0.565571943	Insignificant	0.297855763	-0.822217542	
Q8BIX9	0.601281122	0.565769142	Insignificant	0.220922431	-0.821714603	
O35691	0.2262886	0.565849786	Insignificant	0.645337325	-0.821508978	
Q9CQA9	0.778033369	0.566118498	Insignificant	0.109001776	-0.82082403	
P11031	0.256887825	0.566524216	Insignificant	0.590256478	-0.81979047	
P01642	0.240491731	0.567449455	Insignificant	0.618899852	-0.817436204	
P28653	0.492456552	0.567450314	Insignificant	0.30763208	-0.817434019	
P84089	0.324147455	0.567726932	Insignificant	0.489257384	-0.816730913	
Q3UW53	0.444291956	0.568235815	Insignificant	0.35233155	-0.815438329	
Q9D0K2	0.733190731	0.568244544	Insignificant	0.134783034	-0.815416168	
Q923T9	0.566367035	0.568367225	Insignificant	0.246902032	-0.81510473	
Q61879	0.285926903	0.568471546	Insignificant	0.54374498	-0.814839957	
Q80X50	0.619648941	0.569007858	Insignificant	0.207854289	-0.813479518	
Q99LR1	0.167974152	0.56935757	Insignificant	0.774757544	-0.812593112	
Q8CG72	0.033159576	0.569601992	Down	1.479391026	-0.811973903	
Q80X82	0.524355379	0.570293191	Insignificant	0.280374272	-0.810224287	
P52912	0.175349329	0.571957813	Insignificant	0.756095893	-0.806019356	
Q9WU28	0.320462794	0.57272445	Insignificant	0.494222386	-0.8040869	
Q9Z2A5	0.534145734	0.573486204	Insignificant	0.272340236	-0.802169314	
A2AT37	0.474166705	0.573651972	Insignificant	0.324068945	-0.80175236	
Q61493	0.627854698	0.574007953	Insignificant	0.202140852	-0.800857368	
Q9QZH3	0.602721492	0.574156565	Insignificant	0.219883322	-0.8004839	
Q9QY06	0.428103516	0.574173025	Insignificant	0.368451205	-0.800442542	
Q6NZB0	0.643509209	0.575318794	Insignificant	0.191445234	-0.797566494	
Q9CQ49	0.644643237	0.575666641	Insignificant	0.190680569	-0.796694483	
Q61205	0.641008654	0.575775737	Insignificant	0.193136107	-0.796421098	
Q8CCF0	0.62953972	0.576064409	Insignificant	0.200976864	-0.795697968	
P25446	0.743720972	0.576254781	Insignificant	0.128589972	-0.795221279	
Q8C460	0.514960975	0.576815835	Insignificant	0.288225681	-0.793817323	
P13597	0.282596335	0.577108369	Insignificant	0.548833475	-0.793085843	
Q8C407	0.452970155	0.577626731	Insignificant	0.343930412	-0.791790586	
Q99J09	0.368448532	0.577644574	Insignificant	0.43362317	-0.791746023	
Q9D7J4	0.79437609	0.578035301	Insignificant	0.099973836	-0.790770494	
O08915	0.494510879	0.578606146	Insignificant	0.305824149	-0.789346446	
Q62351	0.319416398	0.579812262	Insignificant	0.495642792	-0.78634225	
Q8R1F1	0.491352238	0.580268867	Insignificant	0.308607061	-0.785206568	
P58771	0.149513354	0.580578007	Insignificant	0.825320015	-0.784438172	
P11862	0.597186696	0.580921196	Insignificant	0.223889876	-0.783585623	
Q9D1Q4	0.616732189	0.580971312	Insignificant	0.209903384	-0.78346117	
Q69Z23	0.587346436	0.581689609	Insignificant	0.231105662	-0.781678561	
Q8BGB7	0.539636375	0.581730413	Insignificant	0.267898784	-0.781577364	
Q8C052	0.17594848	0.581761113	Insignificant	0.75461448	-0.781501229	
Q99M71	0.615912346	0.581983899	Insignificant	0.21048109	-0.780948854	
O88531	0.258269707	0.582632619	Insignificant	0.587926531	-0.77934162	
Q6PEB6	0.447695254	0.582715014	Insignificant	0.349017509	-0.779137611	
Q9D2E2	0.391200071	0.582874523	Insignificant	0.407601075	-0.77874275	
Q8R2Y2	0.338376962	0.583049726	Insignificant	0.470599214	-0.778309165	
Q9Z0P5	0.319416398	0.583370301	Insignificant	0.495642792	-0.777516153	
Q8BGF9	0.762344328	0.584009341	Insignificant	0.117848827	-0.775936649	
O55106	0.482632461	0.584313146	Insignificant	0.316383472	-0.775186347	
P00687	0.501536949	0.584827387	Insignificant	0.299697067	-0.773917223	
Q3TRM8	0.653496531	0.584858887	Insignificant	0.184756714	-0.773839517	
Q5FWI3	0.536988285	0.585104813	Insignificant	0.270035189	-0.77323301	
Q9R0X4	0.194220417	0.586070545	Insignificant	0.711705117	-0.770853763	
O88456	0.309016619	0.586695373	Insignificant	0.510018164	-0.769316482	
Q80TV8	0.563896773	0.587339006	Insignificant	0.248800391	-0.767734642	
