PG.UniProtIds	NCD1	NCD2	NCD3	NCD4	HFD1	HFD2	HFD3	HFD4	HFDLEA1	HFDLEA2	HFDLEA3	HFDLEA4
A0JNU3	1147.001831	1303.346924	1158.041748	1227.431274	1062.467651	923.3113403	941.0587769	1072.253296	1140.572144	1092.549316	977.0453491	1216.896606
A2A432	124.8653946	59.67987061	92.25585175	90.8497467	116.5681839	99.41706848	102.0762329	108.7731857	60.15594101	111.4334641	100.1194916	79.37911224
A2A5R2	75.20683289	167.1842041	62.74337006	98.84243011	160.9270172	75.3705368	162.1066742	54.79670334	95.66552734	136.0037689	65.6101532	74.98350525
A2A8L5	103.1075516	113.2025146	182.1087799	123.0766068	54.08466721	60.90431595	61.72599411	59.66931915	95.51360321	67.10346222	50.30308533	55.66684341
A2A8Z1	61.98921204	99.22401428	190.8797302	61.5668602	109.2633514	56.39759445	140.0439148	229.0370483	65.45666504	91.2758255	81.62026215	372.859375
A2A974	5260.827637	5158.860352	6843.569824	4997.782227	6864.040527	6470.466797	7854.629883	9095.621094	5371.38623	5101.63623	6742.405273	7124.908203
A2AAJ9	883.1137085	490.6419067	703.2810059	893.065979	917.663208	785.8008423	437.9996643	615.2531738	766.2591553	814.3742676	1005.530334	1162.528198
A2ADY9	1525.065186	1232.458984	997.1692505	1187.587524	1062.240356	1155.227661	1012.879456	1364.257202	1393.318848	1474.454102	1208.684692	1396.790161
A2AGT5	102.9586182	95.83376312	196.7603149	88.41670227	196.6181793	118.3011627	139.2133179	170.0010529	124.3919525	160.7802277	233.2634735	117.0691071
A2AIL4	148.9803467	141.4102173	68.3230896	187.1031494	111.7045822	62.8773613	47.99576569	70.9588089	116.7534561	79.86399841	105.4265137	26.01949883
A2AJL3	675.6985474	686.7496948	769.6763916	687.7476196	675.8779907	679.663208	599.2634277	682.3890381	848.6953125	695.0145874	656.673645	868.5645142
A2AKK5	590.0526123	484.8989868	470.1829834	435.9611816	609.1566772	528.9284058	710.1294556	557.6117554	603.4432983	543.5331421	567.9488525	386.4778442
A2AN08	197.2969971	148.7520752	217.927887	203.6582184	161.351059	180.9070892	194.1824646	179.8622894	151.5099945	157.9592133	139.2211914	169.6368256
A2APY7	126.2115631	72.81885529	53.58224106	47.20877075	231.5808563	150.864502	76.27925873	96.42180634	82.85565948	101.9595947	79.85813904	81.07216644
A2AQ19	107.6192093	65.38172913	93.73142242	0	0	38.07643127	89.24973297	87.17198181	113.3833618	143.8701019	135.9330292	37.44239426
A2AR02	0	156.0697784	57.09821701	85.58267975	141.9122925	129.2742615	19.09911346	57.82534027	120.0872269	138.2746124	155.2561188	54.40143585
A2AS89	3274.038086	2476.85498	2746.318359	3345.568848	2681.203125	3078.979248	2654.424072	2830.9729	3233.553223	3453.72583	3918.117676	3467.669434
A2ASQ1	88.84636688	52.89253616	76.58237457	70.66782379	71.56971741	121.5765305	109.5111923	156.7456207	93.52027893	23.16193962	0	53.34758759
A2ASS6	1091.078613	1053.879272	498.1802979	446.8247986	105.7760849	343.8087158	90.08789063	1537.626343	542.6920166	0	643.2901611	3347.243408
A2ASZ8	159.8454895	140.2790985	134.0213623	160.1304626	170.6077576	230.3292542	193.3183899	159.9668884	199.2501678	126.4292908	156.3862457	155.7542267
A2AT37	63.45248795	37.03180695	16.68380165	43.49612808	48.1553154	63.12274933	41.48232651	66.27349854	38.73707962	90.5766449	11.48032188	51.99071121
A2ATU0	381.5059814	511.142395	640.4980469	490.065979	334.2245178	344.0767212	267.0114136	320.9283752	455.0530701	444.3768005	477.4222107	492.1795044
A2AWA9	13.57367229	0	78.39403534	77.4720993	18.74860764	65.46686554	43.50120926	128.2626648	0	0	78.83271027	36.81656647
A2BDX3	167.9426727	176.4241333	223.6115417	164.0148621	117.4335938	136.1568146	88.69556427	178.7361908	273.8014526	214.1361847	145.9021454	177.3389893
A2BIM8;P02762;P04938	48782.19531	33769.35156	36086.60156	48380.36328	92426.38281	150727.6563	101103.2734	233285.7344	154812.5156	84017.75	54456.51172	183678.0781
A3KGB4	56.36875534	52.06280899	53.32520676	57.75883484	61.39558792	63.51470184	83.63179016	58.72762299	89.64564514	49.59963989	73.65493774	76.86460876
A3KMP2	1362.430298	1766.36084	1638.029907	1680.541992	1313.076416	1397.141602	1295.658569	1186.091187	1796.394897	1271.883057	1695.176147	1728.324829
A6H584	0	97.90617371	20.7408905	13.70571804	45.86996078	55.13679123	32.02338028	21.41676903	0	37.64727402	11.16792107	20.87779236
A6H611	182.6560059	236.4696198	284.1443787	317.9473267	219.6760254	220.7988739	230.3091431	248.4076233	195.7797394	203.45961	271.9953003	228.0488586
A6H630	279.776123	180.5039215	0	79.7942276	189.5979004	74.26824188	150.278244	106.266655	97.13941193	64.15776062	40.04842758	95.85951996
A6H8H2	136.4599457	115.0923462	141.9572906	124.9704895	156.2079468	87.27960968	145.8370361	92.79158783	49.96404266	142.4794922	134.7830811	135.0375061
A6X919	60.7909317	45.22466278	81.41123962	80.28134918	98.92074585	122.4515076	93.03030396	56.88290787	138.3490448	193.0686493	58.85664368	102.6890488
A6X935	611.3566895	635.9177246	611.1885376	575.2136841	721.7730103	684.3863525	794.6725464	508.8511658	545.086792	733.2481079	567.1576538	620.1010132
A7MCT6	153.2274475	137.5958252	147.3667145	163.3482361	69.19643402	41.74287033	65.5517807	40.92711258	112.6230774	94.30011749	112.9458466	68.03747559
A8C756	0	34.28992081	53.67512512	0	0	0	18.62558556	0	18.58115005	0	0	0
B1AR13	139.9277344	331.9567566	166.5802765	235.6303406	278.6730652	301.6622009	202.5230713	166.4700165	332.3019714	303.7465515	254.6116333	97.22808838
B1AXP6	268.4940186	264.9966736	286.164856	149.936142	275.9216309	145.168808	218.0263214	264.8537903	307.16745	384.4072876	200.4741516	248.4595642
B1AY13	123.3665237	36.60328293	38.87643433	85.32563019	34.84880447	120.3802719	57.21484375	104.5920792	124.4986801	54.50800323	78.00940704	50.35510635
B1AZI6	174.1517029	74.9240036	92.05197144	78.152771	137.7373199	74.19813538	78.72150421	72.17760468	88.43950653	63.65450668	79.0716095	57.5756073
B2RQC6	404.2930603	250.9023285	395.7234192	276.0956421	277.7520752	309.2235718	342.2299805	355.9515076	287.4041748	294.5882568	281.2562256	250.872406
B2RSH2	20.10696983	78.73874664	98.14730835	39.98839569	69.3104248	68.3502121	52.52984238	115.3690948	0	35.55220032	14.07706738	14.31492519
B2RX12	196.4220581	289.7337341	354.1288452	262.5788269	301.4302063	306.5281677	399.6283264	363.8825378	204.5442963	289.1382751	310.6376343	272.6422424
B2RXC1	0	52.04745102	87.8532486	0	96.8327179	46.39539337	34.21199036	14.64005756	171.5205994	0	82.91059113	74.16365051
B2RXS4	272.7766113	255.6684723	299.8972778	209.7569275	221.2148132	210.8809509	238.927536	232.602356	287.3734436	191.9920807	232.7376251	273.7350159
B2RY56	280.9936523	149.2209778	111.2643509	290.8303223	173.5365295	339.3846436	218.9676971	444.203949	286.5924377	402.9483032	220.1144867	242.6740112
B5X0G2	43.42241287	0	0	29.53316307	47.02035141	113.8007736	30.46619606	104.6956406	197.7860413	59.89146423	36.57824326	119.6099548
B7ZMP1	489.6278381	481.9674683	485.9240112	432.603241	408.3707886	348.9515991	401.1889343	421.2330627	315.6270142	319.0195007	373.7148438	412.1567383
B8ZXI1	0	34.91114426	0	91.23815918	78.41658783	0	0	0	0	0	0	74.39884186
B9EJ86	110.8198395	172.3330231	161.0634308	77.40526581	89.92468262	137.8194427	175.226181	219.8469543	193.9627991	125.2246399	105.6512222	158.2201538
C0HKE1;C0HKE2;C0HKE3;C0HKE4;C0HKE5;C0HKE6;C0HKE7;C0HKE8;C0HKE9;Q8BFU2;Q8CGP5;Q8CGP6;Q8CGP7;Q8R1M2	99504.26563	94292.33594	111071.6484	98529.11719	92804.26563	105182.9453	98307.24219	105409.7578	91697.35938	97601.47656	105663.6797	101047.4453
C0HKG5;C0HKG6	555.234436	428.3849487	594.0758057	650.1748047	746.5842285	699.3897705	742.7186279	589.7559814	628.038208	732.4447632	696.4108276	858.6481934
D3YXF5	0	255.5001831	102.3961716	74.9597168	150.8877869	224.2997284	114.7092972	167.9324799	202.6987	143.9319153	95.64247131	233.8722076
D3YXK2	90.75606537	169.6913147	106.9040909	185.5551147	127.4226151	87.94082642	98.27098083	208.9635162	153.6457825	136.5893555	117.9518356	164.9015808
D3YZP9	50.3486557	58.25421524	69.77288055	59.23604202	113.7493668	95.33274841	37.67820358	103.0343094	92.49108124	137.6188812	53.30396271	73.414505
D3Z4S3	53.14757156	0	23.82383919	43.6532135	13.04533291	0	0	0	49.39910126	41.29977417	0	10.89447212
D3Z6P0	177.5944061	0	3938.452637	0	175.3007507	126.4782257	0	367.1441345	0	0	0	0
E1AZ71	256.6694641	820.6105957	170.3652039	265.1755371	69.36519623	400.2738342	329.3555298	236.208725	480.4267578	344.1706543	188.7867737	232.7602539
E9PV24	3797.11084	4121.304199	4241.421387	4231.800781	4416.040527	4077.462891	5646.45752	4548.65625	3804.286133	5598.123535	3590.867676	4396.268066
E9PVA8	365.3518982	362.9897461	294.577301	337.8487244	288.7702026	386.3793335	334.3909607	362.043335	487.9006042	287.5084839	258.7747192	353.2330017
E9PY61	125.5393906	55.6583519	36.55940628	74.27684784	0	23.45186043	49.43720627	73.66124725	113.6053085	66.80152893	120.5014191	54.47898483
E9PYK3	79.38666534	74.69908905	69.90656281	129.5153809	118.2347488	123.6326599	132.6126709	164.4042511	74.35344696	90.15868378	129.3153687	115.5002594
E9PZJ8	114.4678192	107.734024	97.36152649	64.69548035	82.85217285	69.60486603	88.84632874	50.87226486	83.23665619	67.70802307	82.54507446	84.30995941
E9Q0S6	311.0483398	260.025238	266.806366	270.5327454	175.1966553	240.215744	249.3824005	293.8976746	251.8799591	207.7583618	225.8559265	324.9290161
E9Q137	463.5877075	241.1509705	183.7350922	164.0956726	355.2419434	265.5311279	411.1504822	294.1262817	185.0674133	321.3336182	343.8968506	241.8103333
E9Q236	0	0	39.21176529	0	75.00514984	106.1606598	172.5459137	48.20635986	0	0	57.6837616	0
E9Q238	84.67916107	157.7645569	86.2530365	0	36.64169312	138.46315	89.62807465	114.4326172	88.1450119	149.0676575	90.29847717	53.95569611
E9Q3C1	204.0467377	209.9587097	257.4292908	149.3706055	219.3996124	266.384552	185.1919708	309.1925049	278.3522949	185.7639923	209.9235229	211.418869
E9Q3L2	40.55311584	92.45698547	48.84206009	112.3175507	75.87953949	105.0550232	105.8386536	84.5348053	100.81147	63.71429443	63.89530945	129.1399078
E9Q414	1989.63916	1655.807495	2337.164551	1699.568848	2175.993164	2035.011108	2409.799316	2665.979492	1755.935547	1763.87915	1737.195679	1594.139038
E9Q4Z2	268.755188	235.4636383	312.0429688	240.0019989	229.9551392	143.3082428	150.4200745	132.4043274	166.9690857	327.9398193	109.9328308	164.3848877
E9Q555	54.62509155	101.2817764	75.13733673	53.02170944	85.21135712	88.45730591	66.38910675	120.5327072	67.95663452	54.86487198	88.92438507	147.2993317
E9Q557	358.2205505	367.8868713	435.7705688	362.0617371	293.9842834	385.2404785	401.8699341	392.2059326	309.1871033	286.0247192	367.3117981	278.9486084
E9Q5C9	430.8943481	294.9592896	350.5983276	313.7642212	423.9055481	295.943512	210.3482666	406.1044006	705.7283936	507.7872009	239.3752594	365.7915039
E9Q5K4	2341.794189	2228.269531	2443.89502	2470.547363	1759.567627	1867.811401	1813.678101	2081.73877	1372.312256	1197.065308	1749.938232	1465.418945
E9Q634	155.1786346	81.07556915	76.84837341	140.8613586	84.62504578	83.93066406	106.6690903	100.915802	115.1851349	126.0908051	71.76612091	91.66067505
E9Q6D8	419.4502869	217.8003998	360.5272522	195.3355103	418.9135132	544.4187012	564.9192505	717.937561	418.355957	335.5568542	322.2704468	735.2661133
E9Q735	246.2146912	136.3674927	130.5635681	192.9817963	181.1997833	161.6439819	174.3610077	188.2748566	183.4252319	195.7774048	175.3354034	177.4756317
E9Q7G0	180.2728271	172.8953705	181.4358215	129.3250885	186.1324005	171.0029602	191.1914368	215.383255	106.5578537	248.5292206	161.2016449	219.291275
E9Q912	42.19037628	80.15718842	89.672966	73.79123688	31.57551384	93.61888885	64.38568878	65.31912231	83.87628174	78.95303345	46.5464859	57.44070053
E9Q9R3	0	0	0	0	0	0	0	0	0	0	0	0
E9QAM5	159.8681488	117.1439056	106.6091843	131.9549103	138.4706116	125.5041275	124.5991974	150.3416443	47.0976944	88.95152283	71.33772278	98.22736359
E9QAT4	226.016449	219.8727112	152.8419952	172.2266541	261.9893799	186.1283569	322.4624329	264.0536499	247.5662231	208.2227325	240.2667542	197.9342194
F6ZDS4	405.7622375	341.2841187	404.089325	334.1561584	347.6491089	357.5602417	294.48526	360.2054749	316.2226563	346.0978699	331.8494873	355.3559875
F8VPK0	72.33963013	77.51529694	93.47102356	84.1636734	82.82814026	122.3887329	124.0490112	62.71354675	81.20214081	94.83934021	130.0389404	121.1004944
F8VPU2	180.3566132	196.1538086	143.5115204	56.31134033	111.6120682	177.8418884	174.9806366	139.8706055	163.6443329	152.2866669	102.7920074	127.4051895
G3UW82	0	1287.603394	711.3189087	0	0	0	0	0	0	0	0	0
G3X8U3	419.8886719	442.8768311	272.4703674	533.4415894	593.8956299	535.2521973	731.564209	471.5491943	616.5393677	742.7966919	669.468811	595.1997681
G3X982	5129.05127	5304.541016	4324.595215	4959.094238	2609.859619	5570.021973	4230.4375	6149.171875	6906.754883	6404.761719	6209.59375	9529.202148
G3X9K3	28.38782501	29.92585754	87.21892548	28.62436485	97.12651062	72.04291534	25.39912796	67.76672363	83.29503632	123.4839172	174.6267548	127.8929443
G5E829	173.9147797	144.3521271	164.7229614	173.806015	165.2685089	146.2286224	118.7476044	160.5957794	118.0466843	184.2930145	196.0585632	189.9008789
G5E870	85.74924469	61.59430313	62.23423386	60.29242706	62.92536163	81.9455719	33.82766342	56.97651672	53.23048782	40.42158127	35.67257309	39.56546021
G5E897	88.15696716	39.67520523	56.54681396	54.72803116	77.03688812	39.27705765	79.93649292	62.80959702	69.64463806	74.54031372	34.40419769	77.67771149
G5E8K5	237.9828339	126.7251511	196.7957916	184.8616791	50.03482437	82.8850174	98.92588806	146.6262512	189.0538025	90.87405396	159.436676	139.1968384
G5E8V9	2817.891602	2218.211182	1937.019409	1336.503296	1732.834106	2250.557617	2374.3125	1409.842651	2396.271973	2462.429443	1297.932373	1871.435913
O08529	357.6402588	373.6843872	300.2772522	308.5845337	436.5050354	524.3510742	451.2358093	466.1476135	441.4339294	459.7938538	392.4152527	461.2600708
O08539	138.9990692	194.2258759	227.1906128	148.6332092	254.1564636	185.9694519	288.1477051	194.080719	146.2468567	205.6119995	175.1481476	202.4788666
O08547	908.5544434	1112.272095	876.609314	1071.099976	926.4125366	1103.22522	1004.419678	1249.467407	857.7683105	668.3323975	709.9354248	758.7666016
O08553	974.713501	1031.427612	1133.131104	959.8222656	796.1084595	989.1300049	922.5629272	1049.285767	892.6748657	894.0960693	886.0760498	1069.820801
O08573	2111.557861	2229.763184	2524.717041	2334.303711	1853.363281	1871.44104	1705.494385	1298.783081	2120.022461	2046.229004	2104.119873	1746.821655
O08579	120.773407	141.2142639	179.3772278	87.52307129	145.2637939	72.49080658	48.28663254	136.4192047	148.6207581	154.8884125	59.29429626	179.6004028
O08580;Q61539	0	48.70094299	84.04332733	52.44761276	30.22187424	39.61499786	31.32317543	28.54205704	38.05021286	0	4.740005016	29.68061638
O08582	108.1465759	185.9986725	84.14649963	29.95454788	58.02422714	25.88694382	55.81256485	67.30168152	27.42609406	65.92619324	111.6973801	124.8575058
O08583	659.8291016	569.3661499	493.1087952	655.9631348	442.7900085	478.5613098	425.9256287	932.6558838	581.7910156	783.0922241	593.4328613	496.1616516
O08585	1489.47583	1072.313354	962.3735962	1878.619751	968.972229	927.0970459	1225.174561	1031.306885	949.8536987	1458.753784	1257.657227	1893.966797
O08586	187.1266632	23.46705818	91.03398895	83.08041382	74.10958099	56.46982574	94.11768341	54.6895752	69.14058685	131.0129242	54.80965042	46.90233612
O08600	1853.909912	2650.30835	1741.179321	2187.339111	1362.7771	1288.460083	941.9811401	1524.415649	1487.033569	2010.493164	1819.966919	2146.835449
O08601	7358.944824	7579.369141	8170.297852	8014.62793	11254.58594	11873.12402	12719.41895	12862.55664	10685.90527	10063.41992	9372.259766	10065.79297
O08609	27.93314552	20.19626427	81.77404022	43.08202362	22.32684898	70.28157043	72.13046265	62.02852631	76.14442444	120.6778564	37.07498169	38.39185715
O08638	1010.83783	9431.161133	4384.960449	820.1800537	959.366333	887.3833008	1334.880615	869.4413452	1164.793457	928.1895142	964.6691895	920.3091431
O08663	202.1721497	239.5290222	265.9638977	229.5389404	225.9669189	218.1518097	301.6817932	232.6966858	246.8346863	243.8790436	225.7698669	236.6097107
O08677	1601.501465	1398.832642	1402.322388	1772.866211	1342.322632	1070.364136	1040.556274	1529.175903	1460.579956	1566.522827	1352.873901	1288.710449
O08691	0	0	75.39353943	0	0	0	0	0	0	0	0	0
O08692	88.78614044	62.23915863	54.89740753	48.12482452	202.9241486	56.8997612	126.4616089	18.41093445	36.33242416	0	25.53577423	55.38140106
O08705	566.4996338	278.1256104	313.559845	1582.382813	241.7817535	164.0366821	751.5356445	1409.569946	1961.274292	1463.160522	841.4935303	1335.731689
O08709	23592.80078	21273.31445	21703.0332	22565.40039	22764.80469	23084.83398	23583.44922	21890.20898	24763.10938	22956.22852	24217.2793	25884.46484
O08715	287.4649048	209.4007111	269.0932312	260.9101563	248.9962769	261.6416016	208.2977295	285.2051086	340.4190369	266.0072327	293.0029297	323.2304077
O08738	162.348465	183.3143311	143.2684479	164.095993	191.8074493	140.7979279	134.061676	84.08032227	162.594162	271.2027283	150.7405701	183.9324799
O08749	11632.06055	10924.56543	11362.28906	12478.72656	10619.52344	10253.57617	10018.24219	10259.0459	12212.63184	11616.05273	12995.21777	10643.90527
O08756	9557.90332	9001.826172	8188.808594	7493.224609	7337.180176	8420.77832	5491.70166	9625.617188	12930.66211	14238.47852	10995.55859	13455.04395
O08759	208.8391418	147.6011047	137.0896606	214.9165649	117.0927963	176.9563293	164.5141449	175.022049	135.5059357	193.6820374	140.8549805	140.6945038
O08788	93.55368805	122.1950836	127.6033401	146.9152832	163.1667633	177.8284302	153.1918488	160.9459381	118.6547546	94.93598175	118.0188141	196.8338165
O08795	3760.283203	3461.083252	3823.511963	3483.30127	4138.665527	3605.550781	4874.430176	4714.597168	3601.056641	3907.858887	3501.074463	4331.479004
O08807	1864.086182	1605.474121	1641.069702	1546.109253	1928.664917	1918.899292	1929.271606	1778.707764	1717.711792	1492.82312	1441.877441	1711.408569
O08808	147.1767273	165.6128693	159.9403229	147.9895782	154.7325745	120.8758392	151.6156769	184.7849884	143.5209198	127.0524292	150.0176086	147.027298
O08810	2253.838379	2534.987793	2722.321533	2191.858887	1689.31543	1570.785156	1837.509888	2460.650635	1631.602173	1855.294067	1509.7771	1954.531006
O08914	568.3135376	396.9103394	644.1231689	410.8073425	529.2875977	597.2859497	524.6837158	656.7110596	540.9619141	538.1339111	583.4864502	464.4971924
O08915	158.3276215	182.3256989	170.4220428	228.4411163	241.1011505	225.9465485	224.8474121	425.7840576	196.1619263	229.8375549	201.4875946	358.9774475
O08917	309.03125	238.4069519	168.7262878	244.1599884	259.6696777	214.7345734	178.7570343	207.6103058	278.3216553	281.3786316	268.7668762	191.3812561
O08966	305.432251	197.9080353	305.2349548	361.2495422	430.3335571	555.7861938	636.8667603	630.3845215	588.2383423	547.1993408	412.6004639	459.5723572
O08992	110.4759293	71.46629333	82.57794952	91.0865097	78.39198303	72.23896027	73.85850525	70.98596191	93.33345795	39.27227783	94.48557281	81.94850922
O08997	5374.76416	6380.383789	4525.724609	5299.367188	5322.100098	3847.543457	4753.120605	3155.73877	1895.228516	2403.135498	1858.580933	2185.177979
O09005	112.3912354	239.2663727	6.315425396	199.0542755	117.3225937	202.5478668	172.2838287	108.7861862	131.7446594	36.40261459	247.501297	95.84710693
O09012	474.3904724	414.1887817	452.7294006	419.0637817	428.1626282	484.8243103	402.2766724	478.8728943	438.7436218	481.3579407	462.4363098	430.1898193
O09043	370.8528442	411.8569031	231.48172	402.8170776	428.8873291	215.7439728	1003.220825	586.4034424	458.0321655	878.7574463	416.2793884	149.0558929
O09044	120.7269287	232.7832031	153.9632568	120.6694717	259.5821533	236.2770233	225.3284607	190.3567505	211.7182922	227.8875427	151.3409576	221.0391846
O09061	1995.087646	1785.66333	1618.977905	2027.654419	1720.800537	2035.037354	2051.548096	2210.433594	2145.22998	2307.399414	2040.848633	2355.200195
O09106	122.838356	104.4651489	114.3930054	147.37146	97.72490692	106.1667404	48.65354919	159.8469696	182.9317017	139.359726	107.7846298	134.1748657
O09110	169.7043762	155.5077972	155.5021362	77.62838745	123.3657074	152.5303345	68.80399323	172.2018433	144.0045013	76.91307831	140.8947601	98.17195129
O09111	1266.113525	1037.503418	1062.460693	1123.036011	1139.627075	938.6533203	898.6803589	1147.333252	1070.775635	1154.025391	1339.53125	1144.394165
O09131	8823.645508	8006.764648	7025.658691	7982.789551	7746.038574	6969.492188	9430.844727	7278.334473	6879.254883	7565.211426	5701.473145	6793.817383
O09158	1284.967163	1423.92334	2117.455566	1513.106934	1247.044189	1002.093201	1254.293823	966.414978	1065.668701	1425.746582	1384.727661	987.9911499
O09159	745.7628784	860.4726563	808.5192261	864.6403809	757.5238647	801.2496338	769.9621582	655.2380371	606.857666	621.6621094	705.2837524	659.9443359
O09164	137.2502747	131.7590942	230.6537018	191.0172729	222.7566681	219.9211426	234.4464417	316.8090515	243.4699402	247.7554321	214.0197144	495.9997253
O09165	0	148.244812	0	0	0	0	0	0	0	0	0	115.4938431
O09167	3300.17749	3590.812012	3300.343506	3791.631592	3468.247803	4969.553711	5116.616699	4380.166016	3548.288818	4659.873047	4406.003418	3840.520996
O09172	2496.193359	2272.188477	2514.778809	2771.607422	3169.85498	3359.873291	3940.105713	2475.790527	2153.907959	2463.013916	1978.440918	2717.159912
O09173	6579.140137	7913.587891	6132.435547	6892.083984	7074.456543	6526.865723	5977.358887	6180.247559	8063.408203	7367.608887	8157.588379	8680.183594
O09174	3983.783447	3587.590332	4074.667725	3457.667725	3410.686768	3351.190186	4226.46875	3047.557861	3353.37085	2891.450684	3386.817871	3324.734375
O35071	231.1304321	255.0204315	291.8268433	229.1701813	328.5592651	265.2297668	256.2637024	390.140686	191.3451385	256.4946594	269.1062622	379.4460754
O35074	0	123.8812103	65.70853424	73.47576904	44.6254158	59.60007095	61.63037491	78.01341248	54.03652954	62.25281143	54.36645889	28.34419632
O35114	1384.358643	1386.816284	1438.707153	1353.927979	1383.491699	1655.72168	1593.542725	2023.305786	1726.340088	1475.233521	2010.015137	1466.04834
O35127	148.1971893	88.23814392	58.2732811	47.35721588	67.48793793	74.06357574	131.3908386	64.90177155	68.22426605	82.2118988	98.8692627	64.87891388
O35129	8936.357422	8066.116211	9345.47168	9604.427734	8441.704102	9756.095703	9135.245117	9072.348633	9769.743164	9304.138672	12170.88574	9808.580078
O35143	88.07542419	200.8735199	126.3559647	86.3857193	127.0393829	126.3507614	85.79784393	53.08477783	0	63.05957794	9.933765411	92.35016632
O35166	74.86151123	88.68289185	161.9380493	153.2152863	244.0287933	117.2258911	125.3281784	199.6114197	100.2595596	154.4296722	210.9623871	195.2405396
O35215	44405.43359	42848.55078	42703.13281	43352.75391	33570.33203	31920.86523	34297.96875	33472.8125	38022.20703	39274.12109	37855.85547	41429.24219
O35226	1207.912354	943.5906372	866.0628662	1032.678101	1188.92981	1139.628296	1328.5448	954.3071289	1096.665283	1007.943542	987.5548706	955.0231934
O35250	133.3990631	132.1886139	138.8243103	101.4570999	149.6839142	162.9301605	156.7876892	142.0390472	170.5118408	156.2417297	117.2057953	150.3082275
O35286	188.1157684	329.2804565	384.0711975	286.4268494	316.9276428	326.9021606	365.4454956	321.35672	275.3321228	259.1455994	382.8056335	294.9377136
O35295	295.1556702	264.1907959	298.5350342	241.9085236	159.8936615	226.9646606	200.5558472	274.6011353	156.0688629	180.8706207	207.0486145	191.3683014
O35309	349.1981812	360.460144	362.4307251	310.2906189	299.2095032	267.9333191	430.5561218	350.5197144	414.6142273	437.420166	442.1390991	338.9701538
O35326	525.9882813	655.0887451	523.8169556	619.3632202	570.5817261	547.9011841	581.9835815	459.6418762	382.570282	565.7978516	441.5427551	363.9695435
O35343	23.78163338	189.8111877	237.0843658	0	228.4629364	56.43959045	19.74632454	139.6472931	78.49665833	67.4053421	79.70012665	277.1797485
O35344	227.4673004	149.8819275	182.7845612	152.1520233	244.331192	306.3783875	321.4199219	166.264801	435.9683533	235.0160065	212.0384216	184.0329285
O35345	67.30419159	58.88183975	91.16781616	98.04277039	116.5316696	96.96450043	147.507019	205.1572418	187.2034149	70.69629669	198.9246368	218.4459381
O35350	245.2333832	347.3734741	293.7188416	255.2327881	296.3292542	320.6940002	309.9856262	394.0711365	322.4003296	296.7886047	277.1352539	310.9585571
O35381	1650.054077	1702.251709	1790.129883	1576.496704	1716.190674	1780.979858	1845.668335	1691.181274	1518.36438	1897.509888	1915.874878	2030.368164
O35382	49.32880783	39.3983078	51.3685379	60.11787033	132.112381	68.80633545	51.87398911	159.7439117	174.1030731	129.3665009	66.71157074	73.33010864
O35386	2493.208008	2167.76123	2624.691162	2526.410156	2033.47522	1855.609253	2318.516113	1286.177612	1737.24646	1512.464966	1658.939331	1143.447754
O35387	294.0805969	288.5300903	401.6400146	249.1089325	257.4986572	284.018158	281.9964905	405.387207	263.0479431	342.4447632	340.6178589	164.2958984
O35405	366.1638184	331.3031311	465.4414978	437.7178345	727.40448	784.8097534	1275.70874	757.8683472	442.6965332	429.8842773	520.9436035	699.6952515
O35423	2642.251953	2636.555176	2886.428467	2574.323975	1506.598755	1339.53125	1111.026489	1111.555908	1650.371704	1664.194458	2682.089844	1785.473877
O35435	141.4354401	96.12541199	134.989563	72.59282684	60.46162415	88.88883209	112.8242493	91.42095947	68.86264038	71.82919312	47.6461792	85.83132172
O35448	149.727417	216.9464569	218.8746033	206.2011566	189.4255981	242.4901123	369.5769348	215.9493561	178.2141113	184.7728271	289.5575256	177.7226715
O35453	225.7545166	62.41156769	154.9228058	24.17498398	161.4158478	118.9109879	90.58576965	141.7312927	32.20170212	90.14989471	117.6570663	137.9793701
O35459	5643.510742	4470.052734	5226.062988	4687.379395	5827.674316	6504.765137	7465.914551	6898.172363	5747.345215	4932.336426	5894.562988	5145.024902
O35465	538.8658447	331.6902161	332.8587341	313.6515503	378.3317871	561.4395752	361.5360107	449.3174133	544.6278687	429.3652344	329.3527832	336.5533447
O35488	7304.393555	7111.099121	8971.461914	7090.18457	9606.905273	10172.45898	12189.36035	13956.04883	9326.567383	8268.095703	11013.45898	10531.67676
O35490	93668.88281	114407.0938	77243.0625	117344.9609	38566.94141	48552.83594	34993.79688	40341.90234	106690.2969	107865.1484	83151.76563	89638.33594
O35522;P28076	196.6448059	109.0272217	94.47080231	190.4450378	131.9870605	205.613678	169.6033783	0	271.870697	88.66684723	177.0171814	191.6507721
O35551	208.8409271	197.8475494	53.59789658	83.86091614	63.09592819	100.1874084	61.95158005	65.1220932	50.42742157	104.5065842	58.72264862	51.10887527
O35593	831.0170288	863.3702393	806.9978027	936.4742432	888.2624512	886.0427856	923.008606	700.3897705	897.7872314	888.9033813	876.0556641	842.7915649
O35598	76.27032471	42.07459641	42.61853409	72.36112976	55.52120209	113.3732834	72.00314331	82.79627991	0	119.0917969	48.56070709	52.9799881
O35604	382.5644836	210.2148438	269.7192383	261.6596375	348.880127	265.1830444	380.6676331	467.8326111	299.7202454	322.5431213	457.6820679	487.4678345
O35609	54.39725113	117.0184631	292.7832336	122.2522964	122.8487091	129.2872314	44.6584053	104.131691	149.1671448	85.97866058	103.8135986	162.7534027
